Year,Category,Provincial/territorial prescribed drugs,Federal direct prescribed drugs,Workers compensation board prescribed drugs,Drug insurance funds premium on prescribed drugs,Total public-sector prescribed drugs,Private insurers* prescribed drugs,Out-of-pocket prescribed drugs,Total private-sector prescribed drugs,Total prescribed drugs,Private over-the-counter drugs ,Private personal health supplies ,Total non-prescribed drugs,Public-sector total drugs,Private-sector total drugs,Total drugs,Shorthand,Legend,Province,Province Code
2006,G.4.3: Percentage by year,5.788312822999999,0.89851022,0.156263165,,6.843086207000001,,,32.59833649,14.42139008,,,9.068067252,6.843086207000001,41.66640374,17.08960601,G.4.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2007,G.4.3: Percentage by year,5.763859882999999,0.878198446,0.151431798,,6.793490127,,,32.53437839,14.22172491,,,9.404157857000001,6.793490127,41.93853625,16.93555093,G.4.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2008,G.4.3: Percentage by year,5.659817511,0.85292935,0.149102215,,6.661849076,,,33.13894952,14.24696226,,,9.060651136,6.661849076,42.19960066,16.84264167,G.4.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2009,G.4.3: Percentage by year,5.825678915,0.7708443079999999,0.144733249,,6.741256472999999,,,31.31129842,14.15630133,,,9.506473486,6.741256472999999,40.8177719,17.02528004,G.4.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2010,G.4.3: Percentage by year,5.995386795,0.7392609490000001,0.139714513,,6.874362258,,,34.82888147,15.30532913,,,9.222689867,6.874362258,44.05157134,18.08685408,G.4.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2011,G.4.3: Percentage by year,5.912351567999999,0.746989268,0.129284621,,6.788625457,,,36.09467205,15.24233354,,,8.688527752,6.788625457,44.7831998,17.74865172,G.4.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2012,G.4.3: Percentage by year,5.713647596,0.759109775,0.126501915,,6.599259287000001,,,35.56344295,15.15488012,,,9.126738383,6.599259287000001,44.69018133,17.8507929,G.4.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2013,G.4.3: Percentage by year,5.401200286,0.718246554,0.10966464599999999,,6.229111486,,,35.10622368,14.70262924,,,8.765644932999999,6.229111486,43.87186861,17.27476483,G.4.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2014,G.4.3: Percentage by year,5.483653597999999,0.693313842,0.1022743,,6.279241739,,,34.18937048,14.72367071,,,8.729009473,6.279241739,42.91837996,17.36470118,G.4.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2015,G.4.3: Percentage by year,5.608475246,0.724392227,0.099483283,,6.432350756,,,36.21731218,15.37805327,,,8.718914296,6.432350756,44.93622648,17.99671751,G.4.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2016,G.4.3: Percentage by year,5.770967654,0.713624741,0.102032579,,6.586624975,,,34.69076429,14.97680247,,,8.596726422,6.586624975,43.28749071,17.54325932,G.4.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2017,G.4.3: Percentage by year,5.7673087579999995,0.6917800740000001,0.10258169800000001,,6.56167053,,,34.79047072,14.97741154,,,8.768768811000001,6.56167053,43.55923953,17.59161005,G.4.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2018,G.4.3: Percentage by year,5.5437487999999995,0.6853526440000001,0.10317457699999999,,6.332276021,,,34.34731612,14.6785892,,,8.701973764,6.332276021,43.04928989,17.27110372,G.4.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1985,G.4.4: Expenditure by year,46.80030626,2.287917667,0.19068859300000002,,49.27891252,,,53.59618098,102.8750935,,,66.88680569,49.27891252,120.48298670000001,169.7618992,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1986,G.4.4: Expenditure by year,54.58579097,2.457934463,0.21788475300000001,,57.26161019,,,62.91552027,120.17713049999999,,,75.59034484,57.26161019,138.5058651,195.7674753,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1987,G.4.4: Expenditure by year,63.50101324,2.677512011,0.251604523,,66.43012978,,,77.11912077,143.5492505,,,87.32820564,66.43012978,164.4473264,230.87745619999998,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1988,G.4.4: Expenditure by year,66.43112008,3.6313330589999997,0.29708080800000003,,70.35953395,,,84.01072569,154.3702596,,,84.30386194,70.35953395,168.31458759999998,238.6741216,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1989,G.4.4: Expenditure by year,71.65760818,4.232621228999999,0.34113885299999996,,76.23136826,,,91.22223401,167.4536023,,,81.12107636,76.23136826,172.3433104,248.5746786,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1990,G.4.4: Expenditure by year,78.8230287,4.985606111,0.530510836,,84.33914565,,,108.44133300000001,192.78047859999998,,,82.39609793,84.33914565,190.83743090000002,275.1765765,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1991,G.4.4: Expenditure by year,83.75272290000001,5.565909509,0.585540208,,89.90417262,,,119.10604479999999,209.01021740000002,,,88.62309665,89.90417262,207.7291415,297.6333141,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1992,G.4.4: Expenditure by year,80.19149769,5.655147981,0.727879864,,86.57452554,,,136.59969180000002,223.1742173,47.57197481,43.19728913,90.76926394,86.57452554,227.36895570000001,313.94348130000003,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1993,G.4.4: Expenditure by year,75.82697491,6.921483544,0.7540754559999999,,83.50253391,,,148.60475659999997,232.1072906,49.37343966,46.09270719,95.46614685,83.50253391,244.07090350000001,327.5734374,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1994,G.4.4: Expenditure by year,74.59324753,7.643793142000001,0.793242016,,83.03028269,,,157.8048116,240.8350943,49.72165026,47.3255451,97.04719536,83.03028269,254.85200690000002,337.88228960000004,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1995,G.4.4: Expenditure by year,77.64595774,8.51974761,0.85922368,,87.02492903,,,170.1128676,257.1377966,45.79848438,44.56804852,90.36653291,87.02492903,260.4794005,347.5043295,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1996,G.4.4: Expenditure by year,72.83074216,8.512107531,0.969953596,,82.31280328,,,168.4461331,250.7589364,43.78689978,40.72322635,84.51012613,82.31280328,252.95625919999998,335.2690625,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1997,G.4.4: Expenditure by year,74.59343151,9.447208915,0.9707940140000001,,85.01143444,,,191.2681614,276.2795959,59.17552265,56.54264122,115.7181639,85.01143444,306.9863253,391.9977597,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1998,G.4.4: Expenditure by year,82.79715350000001,11.46948355,1.161386555,,95.42802359999999,,,199.4227654,294.850789,56.65594728,55.47437252,112.13031979999998,95.42802359999999,311.5530852,406.9811088,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1999,G.4.4: Expenditure by year,91.89391528,14.35705721,1.4326428340000001,,107.6836153,,,222.4996276,330.183243,63.355990399999996,58.77120136,122.1271918,107.6836153,344.6268194,452.31043470000003,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2000,G.4.4: Expenditure by year,104.40917309999999,18.94228674,1.838179138,,125.18963899999999,,,250.05837540000002,375.2480143,63.43169887,57.44070357,120.8724024,125.18963899999999,370.9307778,496.12041680000004,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2001,G.4.4: Expenditure by year,120.08850009999999,22.90454599,2.314902586,,145.3079487,,,291.92440510000006,437.2323538,62.05574125,53.77934734,115.83508859999999,145.3079487,407.7594937,553.0674424,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2002,G.4.4: Expenditure by year,135.0491388,25.01100118,2.752899522,,162.8130395,,,322.4415903,485.25462980000003,66.18984229,57.25010437,123.4399467,162.8130395,445.8815369,608.6945764999999,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2003,G.4.4: Expenditure by year,149.492641,27.906245799999997,3.460226964,,180.8591137,,,361.2472474,542.1063612,67.38291646,56.98583664,124.36875309999999,180.8591137,485.6160005,666.4751143,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2004,G.4.4: Expenditure by year,165.4501767,28.74244106,4.326471105,,198.51908889999999,,,367.17258300000003,565.6916719,69.43169708,57.81426226,127.24595929999998,198.51908889999999,494.4185424,692.9376312999999,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2005,G.4.4: Expenditure by year,180.7688939,29.73126565,4.93201656,,215.4321761,,,435.2291182,650.6612943,66.64945691,54.718453000000004,121.36790990000001,215.4321761,556.5970281,772.0292042,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2006,G.4.4: Expenditure by year,196.3021406,30.47165639,5.299436058,,232.07323300000002,,,460.913648,692.9868809999999,70.29163759999999,57.92336992,128.21500749999998,232.07323300000002,589.1286554999999,821.2018886,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2007,G.4.4: Expenditure by year,204.8375872,31.20965022,5.381623568999999,,241.42886099999998,,,469.0002716,710.4291326,76.2984377,59.26747157,135.56590930000002,241.42886099999998,604.5661809,845.9950418999999,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2008,G.4.4: Expenditure by year,215.4839423,32.47323407,5.676708303,,253.6338847,,,506.5655402,760.1994248999999,77.42063985,61.08144617,138.50208600000002,253.6338847,645.0676262000001,898.7015108999999,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2009,G.4.4: Expenditure by year,233.58492290000004,30.90757506,5.8031871289999994,,270.2956851,,,542.6533317000001,812.9490168,93.76172998,70.99411763,164.7558476,270.2956851,707.4091793,977.7048643999999,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2010,G.4.4: Expenditure by year,250.2943756,30.86253882,5.832777434,,286.9896918,,,627.9021243,914.8918162,94.04260543,72.22591411,166.2685195,286.9896918,794.1706439,1081.160336,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2011,G.4.4: Expenditure by year,260.20358030000006,32.87512247,5.689837756,,298.7685405,,,644.004049,942.7725895,88.33350059,66.6879121,155.02141269999998,298.7685405,799.0254617,1097.7940019999999,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2012,G.4.4: Expenditure by year,249.59697069999999,33.16121568,5.526153715,,288.2843401,,,651.2815343,939.5658743999999,95.94592923,71.19413608,167.1400653,288.2843401,818.4215996,1106.70594,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2013,G.4.4: Expenditure by year,234.92514669999997,31.24012593,4.7698625660000005,,270.9351352,,,634.1330693,905.0682044,91.08635693,67.24982234,158.3361793,270.9351352,792.4692485,1063.404384,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2014,G.4.4: Expenditure by year,238.40271230000002,30.14192953,4.446391467,,272.9910333,,,644.8111665,917.8021997999999,94.82655126,69.80247528,164.62902649999998,272.9910333,809.440193,1082.431226,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2015,G.4.4: Expenditure by year,251.9168926,32.53765611,4.468508536,,288.92305730000004,,,698.3302916,987.2533489,98.04306818,70.07216724,168.11523540000002,288.92305730000004,866.4455270999999,1155.368584,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2016,G.4.4: Expenditure by year,262.3165865,32.43747278,4.637842297,,299.39190160000004,,,671.1015131,970.4934147,95.63946055,70.66636258,166.3058231,299.39190160000004,837.4073362,1136.799238,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2017,G.4.4: Expenditure by year,270.23069560000005,32.41376844,4.806526713,,307.45099080000006,,,692.4088449,999.8598357000001,101.9509581,72.56732108,174.5182792,307.45099080000006,866.9271241,1174.378115,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
2018,G.4.4: Expenditure by year,269.9024604,33.36701779,5.023148264,,308.2926264,,,709.6015143999999,1017.894141,104.9390625,74.84015922,179.7792217,308.2926264,889.3807360999999,1197.673363,G.4.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; New Brunswick; 1985 to 2018,New Brunswick,N.B.
1985,G.11.1: Expenditure by year,0.21279477600000002,0.3015,0.009745847,,0.524040623,,,1.3072,1.831240623,,,1.3348,0.524040623,2.642,3.166040623,G.11.1,Expenditure on drugs by type and source of finance in millions of current dollars; Yukon; 1985 to 2018,Yukon,Y.T.
1986,G.11.1: Expenditure by year,0.327014925,0.33425,0.007964545,,0.66922947,,,1.2257,1.89492947,,,1.2675,0.66922947,2.4932,3.16242947,G.11.1,Expenditure on drugs by type and source of finance in millions of current dollars; Yukon; 1985 to 2018,Yukon,Y.T.
1987,G.11.1: Expenditure by year,0.740502577,0.3565,0.010553301999999999,,1.107555879,,,1.1936,2.301155879,,,1.2467,1.107555879,2.4403,3.5478558789999997,G.11.1,Expenditure on drugs by type and source of finance in millions of current dollars; Yukon; 1985 to 2018,Yukon,Y.T.
