Year,Category,Hospitals,Other Institutions,Physicians,Other Professionals ,Drugs,Capital,Public Health,Administration,Other Health Spending,Total,Shorthand,Legend,Province,Province Code
1999,F.3.13.1: Expenditure by year,67.71545621,3.01937774,14.47825896,1.915066436,1.318672668,23.34685659,4.531822099,9.533875688,21.51905868,147.3784451,F.3.13.1,Territorial government health expenditure by use of funds in millions of current dollars; Nunavut; 1974-1975 to 2018-2019,Nunavut,Nun.
2012,F.3.10.1: Expenditure by year,7612.089233,843.4988371,3725.162335,182.8580421,936.222822,964.8256105,1647.321871,190.7705379,1115.586756,17218.33605,F.3.10.1,Provincial government health expenditure by use of funds in millions of current dollars; British Columbia; 1974-1975 to 2018-2019,British Columbia,B.C.
2013,F.3.10.1: Expenditure by year,7859.678614,871.5964875,3915.502519,185.7501105,908.198638,710.34902,1756.877061,194.2956516,1036.726572,17438.97467,F.3.10.1,Provincial government health expenditure by use of funds in millions of current dollars; British Columbia; 1974-1975 to 2018-2019,British Columbia,B.C.
2014,F.3.10.1: Expenditure by year,8152.760231,880.560512,3940.433606,186.6153595,908.055183,889.8254414,1860.222536,222.2824251,1126.508569,18167.26386,F.3.10.1,Provincial government health expenditure by use of funds in millions of current dollars; British Columbia; 1974-1975 to 2018-2019,British Columbia,B.C.
2015,F.3.10.1: Expenditure by year,8407.298981,898.9431824,4142.919575,194.1443651,996.7470761,946.9452283,1945.100398,234.3589114,1028.051828,18794.50955,F.3.10.1,Provincial government health expenditure by use of funds in millions of current dollars; British Columbia; 1974-1975 to 2018-2019,British Columbia,B.C.
2016,F.3.10.1: Expenditure by year,8718.040256,963.7243934,4340.925673,198.3417478,1029.005465,999.4924026,2072.295118,248.9885115,1030.400456,19601.21402,F.3.10.1,Provincial government health expenditure by use of funds in millions of current dollars; British Columbia; 1974-1975 to 2018-2019,British Columbia,B.C.
2017,F.3.10.1: Expenditure by year,9170.972412,978.6597427,4426.341051,208.1785038,1048.573265,889.5174807,2155.3293,271.6497306,1105.651728,20254.87321,F.3.10.1,Provincial government health expenditure by use of funds in millions of current dollars; British Columbia; 1974-1975 to 2018-2019,British Columbia,B.C.
2018,F.3.10.1: Expenditure by year,9564.925994,1020.371846,4645.676033,217.0409944,1087.380662,813.7929942,2248.537502,278.0536835,1151.932715,21027.71242,F.3.10.1,Provincial government health expenditure by use of funds in millions of current dollars; British Columbia; 1974-1975 to 2018-2019,British Columbia,B.C.
1974,F.3.10.2: Percentage by year,52.23181632,6.276353154,26.77063613,1.622870235,2.326607005,3.011654548,4.116873548,2.190135315,1.453053739,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1975,F.3.10.2: Percentage by year,52.51883977,7.118895138,25.93006501,1.731096071,2.394959087,2.144267437,4.333701809,1.885593263,1.942582417,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1976,F.3.10.2: Percentage by year,51.9979959,7.289021618,26.91224693,1.879383972,2.398906005,0.937761512,3.961781998,2.046751596,2.576150473,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1977,F.3.10.2: Percentage by year,52.3687831,7.465929046,25.91900792,1.710758493,2.470448746,0.376360309,5.181048497,1.821566431,2.686097463,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1978,F.3.10.2: Percentage by year,45.4514495,11.34879383,25.28477402,2.132998656,2.643371492,2.814133205,5.735677008,1.965191283,2.623611012,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1979,F.3.10.2: Percentage by year,45.01049185,12.21155024,25.42222787,2.090371503,2.882759592,2.193758986,5.16728687,2.247665057,2.773888024,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1980,F.3.10.2: Percentage by year,47.77160879,11.97850566,23.20280727,2.371227087,2.651796985,2.546436326,4.69161856,1.953360153,2.832639174,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1981,F.3.10.2: Percentage by year,45.13582391,9.647603405,24.0244292,4.848065754,2.802792414,2.882764158,4.87751209,1.723012956,4.057996117,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1982,F.3.10.2: Percentage by year,44.61275987,10.88693206,25.74170178,3.089052812,3.244924089,2.869253587,2.663211913,3.07236508,3.819798805,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1983,F.3.10.2: Percentage by year,44.09085729,10.55233748,26.63628524,2.416381453,3.600050927,3.111610078,2.469097559,2.971326103,4.152053864,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1984,F.3.10.2: Percentage by year,43.48192265,10.77517624,26.12463367,2.398773148,3.823817233,3.426845111,2.674196879,3.130885918,4.163749151,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1985,F.3.10.2: Percentage by year,43.26344346,10.60812129,25.66343147,2.479740883,4.076561627,3.502890943,2.626780701,3.186426727,4.592602906,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1986,F.3.10.2: Percentage by year,44.22368967,10.62992685,25.41649437,2.493602017,4.49656284,3.165272758,2.526998164,2.877877913,4.169575412,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1987,F.3.10.2: Percentage by year,45.39634891,9.857993502,25.39662601,2.2246566,4.096644771,3.242456752,2.674766577,2.705892945,4.404613934,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1988,F.3.10.2: Percentage by year,43.34702583,11.80929411,24.83916648,1.966953451,4.316007701,3.875102305,3.065891856,2.329197589,4.451360679,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1989,F.3.10.2: Percentage by year,43.09016733,12.19362373,23.43798079,1.989809969,4.442851856,4.432905876,3.293847104,2.393927428,4.724885925,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1990,F.3.10.2: Percentage by year,42.37231454,12.48292256,23.85480747,1.987691796,4.672297886,4.302364673,3.097293777,2.26439517,4.965912126,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1991,F.3.10.2: Percentage by year,41.63316747,13.08380931,23.62146476,2.255378659,5.011577363,3.665609783,3.168968681,2.198798859,5.361225107,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1992,F.3.10.2: Percentage by year,41.52270744,12.95100542,21.53328077,2.297300331,5.181172237,3.524176402,5.424183416,2.288691604,5.277482383,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1993,F.3.10.2: Percentage by year,40.73598572,12.34864648,22.20876969,2.267272231,5.449467008,3.734620348,5.876174599,1.823473632,5.555590297,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1994,F.3.10.2: Percentage by year,40.13441724,13.53529219,22.55667101,2.249445428,4.909608666,3.849641156,4.736369146,1.974250202,6.05430497,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1995,F.3.10.2: Percentage by year,39.0708882,12.87913232,22.57950447,2.168904007,5.008517586,3.700930325,6.277970934,2.616787166,5.697364987,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1996,F.3.10.2: Percentage by year,39.27651362,13.47991525,22.15471312,2.162787355,5.376326289,3.7022197,6.538900141,2.399726146,4.908898384,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1997,F.3.10.2: Percentage by year,39.55800475,13.89801724,21.77017921,2.055721827,5.721718098,3.076527247,4.881534904,2.83037268,6.207924043,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1998,F.3.10.2: Percentage by year,39.82510478,13.33299415,21.60033614,1.919777253,5.923496107,2.596959447,6.849433742,2.078409273,5.87348911,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1999,F.3.10.2: Percentage by year,38.80715571,14.24488407,21.19068734,1.967361783,6.214678622,3.691796269,6.592468829,1.624866745,5.666100629,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2000,F.3.10.2: Percentage by year,37.50903211,15.27456386,21.01649686,1.92202364,6.600309839,4.194834821,6.568779632,1.616782234,5.297177006,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2001,F.3.10.2: Percentage by year,37.91233862,15.0527823,21.49148073,1.535630721,6.486005408,3.785508689,6.700043789,1.450152972,5.586056763,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2002,F.3.10.2: Percentage by year,38.67405722,15.35937672,22.17228481,0.796352136,6.134250984,3.857052491,5.55842935,1.504438272,5.943758027,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2003,F.3.10.2: Percentage by year,39.02664791,13.98460669,22.2464288,0.782947562,5.798473718,4.468606262,6.133457774,1.766926611,5.791904671,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2004,F.3.10.2: Percentage by year,38.16059207,13.68443516,21.39226706,0.825966935,6.211856102,5.365269104,6.095911075,1.683179943,6.580522547,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2005,F.3.10.2: Percentage by year,37.11449643,10.77708111,21.36689201,0.898407558,6.188206644,6.204019519,7.870424316,2.011829285,7.568643129,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2006,F.3.10.2: Percentage by year,37.50878295,9.852053853,22.25730545,0.869671498,6.269638047,5.309513318,7.669164268,1.846384466,8.417486153,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2007,F.3.10.2: Percentage by year,37.39685623,8.38082075,22.34380511,0.847569802,6.074174149,5.3685631,8.240631648,1.583961792,9.763617417,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2008,F.3.10.2: Percentage by year,38.42606357,7.66833468,21.61598502,0.895053289,5.830416346,6.492439554,8.324737791,1.223130568,9.52383918,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2009,F.3.10.2: Percentage by year,38.47539094,7.634903825,21.85947049,0.937236405,5.807176806,6.209366395,8.451077023,1.058878502,9.566499621,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2010,F.3.10.2: Percentage by year,40.88720656,6.462885767,21.88177977,0.944098279,5.863672142,6.335694832,8.559662505,0.873972088,8.191028055,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2011,F.3.10.2: Percentage by year,42.98100364,5.381663237,22.19529842,0.966346414,5.597070228,5.411738643,9.326992287,1.131034006,7.008853124,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2012,F.3.10.2: Percentage by year,44.20920357,4.898840602,21.63485673,1.061996012,5.437359449,5.603477641,9.567253579,1.107949905,6.479062514,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2013,F.3.10.2: Percentage by year,45.06961425,4.997980121,22.45259594,1.06514353,5.207867177,4.073341657,10.07442865,1.114146074,5.944882606,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2014,F.3.10.2: Percentage by year,44.87610403,4.846962749,21.68974721,1.027206743,4.998304587,4.897960684,10.23942047,1.223532761,6.20076076,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2015,F.3.10.2: Percentage by year,44.73273942,4.783009529,22.04324388,1.032984472,5.303394982,5.03841415,10.34930118,1.246954122,5.469958265,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2016,F.3.10.2: Percentage by year,44.47704232,4.916656653,22.14620823,1.011885017,5.249702715,5.099135194,10.57227943,1.270270868,5.256819576,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2017,F.3.10.2: Percentage by year,45.27785642,4.831724851,21.85321529,1.027794652,5.17689375,4.391622062,10.64104069,1.341157398,5.458694886,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
2018,F.3.10.2: Percentage by year,45.48723989,4.852509991,22.09311189,1.032166457,5.17117906,3.870097602,10.69321026,1.322320174,5.478164679,100,F.3.10.2,Percentage distribution of provincial government health expenditure by use of funds; British Columbia; 1974-1975 to 2018-2019 ,British Columbia,B.C.
1974,F.3.10.3: Expenditure by year,157.8254779,18.96484759,80.89108782,4.903721303,7.03015687,9.100120419,12.4396887,6.617789255,4.390597856,302.1634877,F.3.10.3,Provincial government per capita health expenditure by use of funds in current dollars; British Columbia; 1974-1975 to 2018-2019,British Columbia,B.C.
